x_title,cat,label
produce assistant,primary,0
registered nurse/case manager,healthcare,1
abes bagels - production baker,butchers bakers,1
sharepoint administrator,administration,1
reactive controller 8 mths fixed term,sales managers,0
teacher in training beststart somerset,womens health,0
night washbay attendant,transport logistics,1
registered nurse - two part-time ear nurse roles,nursing midwifery,1
spray operator,sales support,0
allied health therapy assistant - child,government council,0
product lead,machine operation,0
interior and exterior plasterer,recruitment,0
service delivery coordinator - tauranga,office administration,1
japanese chef,chefs,1
site administrator - new plymouth,tertiary,1
executive assistant - insurance administrator,administration,1
civil manager,early childhood,0
experienced senior property manager position,defence,0
landscaper,agriculture fishing forestry,1
benchtop fabricator,secretarial,0
landscape labourer / apprentice,trades services,1
experienced hair stylist,trades services,1
aluminium windowsdoors fabricator,machine operators,0
quantity surveyor and detailer,quantity surveying,1
ward clerks casual middlemore central cm,administration,1
pick packers warehouse labourers,management accountants,0
support worker - west auckland blockhouse bay,fishing,0
oral health/dental therapist - bay of plenty,dentistry,1
carpenter supervisor,manufacturing operations,1
senior human resources advisor,automotive technician,0
quality inspector,trades services,1
log inspector,horticulture,1
project manager - construction,property,1
traffic stms - level 1,supervisors forepersons,1
logging truck drivers,machine operators,0
casual registered nurse - whitby porirua,community primary care,1
intermediate test analyst,ea pa secretarial,0
risk and compliance analyst,recruitment,0
civil labourers required,financial planning investment,0
advisor / senior advisor designing for the future,hr,1
market research opportunity - one off,office administration,1
stms level 1,traffic management,1
executive director - organisation support,couriers,0
roading asset engineer,administration,0
hairdressing tutor timaru,tutoring training,1
labourers - north shore,labouring,1
senior business case writer,management,1
bd/ bid manager,management,1
boat builder,boat building,1
linehaul driver,drivers couriers,1
telecommunications - administration support,office administration,1
community facilitator,community social services,1
boat builder/painter,trades services,1
automotive pre-delivery technician - auckland,automotive technician,1
research technician/nurse,paediatrics,1
project manager hospital services pmo - fixed term,central government,1
employment coordinator - horowhenua or kapiti,central government,1
marketing and sales manager,sales managers,1
medical reception and administration part time,healthcare,1
marketing administrator,client services,0
real estate trainer,tertiary,0
heavy truck driver,drivers couriers,1
financial adviser,audit,0
mobile crane operators,machine operators,1
full time - retail photographic store,retail assistants,1
tip shop team leader,cleaning,0
support worker/tracker immediate start whangarei,healthcare,1
storeperson - distribution centre,purchasing inventory,1
chef de partie/baker,marketing media communications,0
specialist radiologist - breast imaging,doctors specialists,1
wof inspector/mechanic,dentistry,0
agricultural sprayer spreader operator,agriculture fishing forestry,1
housekeeping staff casual receptionist,housekeeping,1
experienced bartenders - latitude 37,bar staff baristas,1
mechanical person wanted,automotive,1
care home manager,healthcare,1
registered nurse - ward 2b paediatrics,nursing midwifery,1
level 2 support specialist,it,1
steel fixers - throughout otago,labourers,1
vineyard assistant,testing,0
cafe chef / cook,chefs,1
structural engineer intermediate to senior,accounting,0
database and bi developer - 6 month fixed term - w,programming development,1
automotive parts person,sales operations parts,1
automotive workshop assistant,automotive,1
paediatric senior house officers - starting 2,printing,0
barista customer service senior position full time,hospitality tourism,1
medical imaging technologist - general,site management,0
loss prevention associate- 80 hours per fortnight,trades services,1
caregiver wellness partner,area managers,0
digger and equipment operators,machine operators,1
community mental health nurse - hutt south,healthcare,1
experienced pine planter,education,0
laundry assistant and housekeeping - stokeswood,education,0
head chef for latin american grill restaurant,web design,0
cafe manager superstar,account management,0
people and culture administrator - two roles,hr recruitment,1
lifeguard,customer service,1
election day and advanced voting,office administration,1
foreman/leading hand,trades services,1
fabricator,construction roading,0
forklift operators,finance managers controllers,0
tech lead / architect,it,1
service desk analyst - level 1,merchandising,0
warehouse pick packer afternoon shift,transport logistics,1
fitter/welder,quantity surveying,0
registered nurse - ward 96 fixed term,womens health,1
fabricator / welder,engineering,1
fabricators/fitter welders,handy-persons,0
specialist general medicine/rural hospital,doctors specialists,1
concrete cutter,couriers,0
builder needed,building carpentry,1
client services administrator - trading,administration,1
concrete / skilled labourer,interior design,0
steel fabricator / welder,theatre recovery,0
asbestos supervisors,supervisors forepersons,1
truck tractor drivers required,financial accounting reporting,0
district nurse rodney,community primary care,1
curtain blind installation technician,trades services,1
2021 new year new job,manufacturing operations,0
people and culture junior advisor,hr recruitment,1
production assemblers - fixed term,bar staff baristas,0
customer experience representative - motors,machine operation,0
mobile receptionist,import export,0
casual medical courier,radiography sonography,0
service centre analyst,local regional council,0
sales and admin support,sales support,1
fire watch labourer x10,glaziers,0
casual telephonist,administration,1
bas senior,accountants,1
work now - support worker / homecare /napier,healthcare,1
merchandiser - lincoln road,retail,1
regional support services team leader,paediatrics,0
various machine operators labourers wanted,web design,0
full time chef-the coffee club te rapa,chefs,1
claim technician,insurance,1
caregiver - bay of plenty rotorua inz,legal,0
plasterboard fixers stoppers - tauranga,truck ht,0
