x_title,cat
multi-skilled experienced handyman,trades services
multi-skilled experienced handyman,handy-persons
lead maintenance person,trades services
lead maintenance person,handy-persons
village concierge,trades services
village concierge,handy-persons
porter - fixed term,trades services
porter - fixed term,handy-persons
assistant caretaker - fraser high school,trades services
assistant caretaker - fraser high school,handy-persons
porter,trades services
porter,handy-persons
curtain blind installation technician,trades services
curtain blind installation technician,handy-persons
night shift maintenance worker,trades services
night shift maintenance worker,handy-persons
experienced bricklayers,trades services
experienced bricklayers,handy-persons
maintenance serviceperson - oamaru,trades services
maintenance serviceperson - oamaru,handy-persons
handyman / maintenance,trades services
handyman / maintenance,handy-persons
part time grounds property maintenance worker,trades services
part time grounds property maintenance worker,handy-persons
facilities caretaker,trades services
facilities caretaker,handy-persons
handyman required,trades services
handyman required,handy-persons
handyperson,trades services
handyperson,handy-persons
blind installer,trades services
blind installer,handy-persons
contracts manager,construction roading
contracts manager,project contracts management
regional manager - infrastructure northern,construction roading
regional manager - infrastructure northern,project contracts management
project manager,construction roading
project manager,project contracts management
project manager - design build commercial int,construction roading
project manager - design build commercial int,project contracts management
project manager - civil utilities,construction roading
project manager - civil utilities,project contracts management
project manager - commercial construction,construction roading
project manager - commercial construction,project contracts management
project manager - senior,construction roading
project manager - senior,project contracts management
project manager - utilities,construction roading
project manager - utilities,project contracts management
project manager / contract manager - wellington,construction roading
project manager / contract manager - wellington,project contracts management
senior project manager - relocate to dunedin,construction roading
senior project manager - relocate to dunedin,project contracts management
project foreman,construction roading
project foreman,project contracts management
senior project manager - retail/commercial/in,construction roading
senior project manager - retail/commercial/in,project contracts management
project manager - civil,construction roading
project manager - civil,project contracts management
site engineer,construction roading
site engineer,project contracts management
civil contract manager,construction roading
civil contract manager,project contracts management
tunnel manager,construction roading
tunnel manager,project contracts management
senior project manager - interiors fit outs/refurb,construction roading
senior project manager - interiors fit outs/refurb,project contracts management
senior project manager - buildings,construction roading
senior project manager - buildings,project contracts management
project administrator - wellington,construction roading
project administrator - wellington,project contracts management
licenced builder practitioner - west auck region,construction roading
licenced builder practitioner - west auck region,project contracts management
senior project manager,construction roading
senior project manager,project contracts management
senior contract manager - road maintenance,construction roading
senior contract manager - road maintenance,project contracts management
delivery supervisor - hawkes bay,construction roading
delivery supervisor - hawkes bay,project contracts management
building reports consultant,construction roading
building reports consultant,project contracts management
senior project manager - commercial builds,construction roading
senior project manager - commercial builds,project contracts management
design manager,construction roading
design manager,project contracts management
senior project manager/construction manager,construction roading
senior project manager/construction manager,project contracts management
estimator/contract manager,construction roading
estimator/contract manager,project contracts management
construction manager,construction roading
construction manager,project contracts management
new homes project manager,construction roading
new homes project manager,project contracts management
intermediate project manager,construction roading
intermediate project manager,project contracts management
project manager - residential building hawkes bay,construction roading
project manager - residential building hawkes bay,project contracts management
project manager - waikato/bop,construction roading
project manager - waikato/bop,project contracts management
projects manager,construction roading
projects manager,project contracts management
project manager building maintenance,construction roading
project manager building maintenance,project contracts management
project manager - civil industry,construction roading
project manager - civil industry,project contracts management
building associate,construction roading
building associate,project contracts management
residential project manager,construction roading
residential project manager,project contracts management
senior project manager - land development,construction roading
senior project manager - land development,project contracts management
civil project manager,construction roading
civil project manager,project contracts management
