x_title,cat_list,cat_list_index
tauranga - driver / removalist,"['transport & logistics', 'drivers & couriers', 'truck ht']","[28, 43, 44]"
tauranga early childhood educators,"['education', 'early childhood']","[4, 69]"
tauranga port - start this week!!,"['transport & logistics', 'import & export']","[28, 166]"
tax consultant - graduate - mount wellington,"['accounting', 'accountants', 'tax']","[10, 11, 197]"
tax graduate | innovation & growth - auckland...,"['accounting', 'accountants', 'assistant accountants']","[10, 11, 149]"
taxation accountant,"['accounting', 'accountants', 'tax']","[10, 11, 197]"
tc labourers,"['construction & roading', 'labouring']","[8, 66]"
tc labourers & stms,"['trades & services', 'labourers']","[0, 1]"
tc/stms with water/drainage experience,"['trades & services', 'labourers']","[0, 1]"
te paenga station - experienced shepherd,"['agriculture, fishing & forestry', 'farming']","[34, 35]"
te papa caf? crew - casual,"['hospitality & tourism', 'bar staff & baristas']","[14, 19]"
te papa cafe crew,"['hospitality & tourism', 'waiting staff']","[14, 95]"
teach english in hong kong! august 2020 & beyond,"['education', 'secondary']","[4, 132]"
teach english in hong kong! august 2021,"['education', 'primary', 'secondary']","[4, 46, 132]"
teacher,"['education', 'early childhood']","[4, 69]"
teacher aide,"['education', 'tutoring & training', 'primary', 'early childhood']","[4, 5, 46, 69]"
teacher aide - auckland central,"['education', 'tutoring & training']","[4, 5]"
"teacher aide - north shore, auckland","['education', 'tutoring & training']","[4, 5]"
teacher aide/ teacher support,"['education', 'early childhood']","[4, 69]"
teacher at learning centre,"['education', 'tutoring & training']","[4, 5]"
teacher in training,"['education', 'early childhood']","[4, 69]"
teacher in training (allenton),"['education', 'early childhood']","[4, 69]"
teacher in training (beststart baverstock oaks),"['education', 'early childhood']","[4, 69]"
teacher in training (beststart faringdon),"['education', 'early childhood']","[4, 69]"
teacher in training (beststart hei hei),"['education', 'early childhood']","[4, 69]"
teacher in training (beststart highfield),"['education', 'early childhood']","[4, 69]"
teacher in training (beststart huntington),"['education', 'early childhood']","[4, 69]"
teacher in training (beststart jones cres kindy),"['education', 'early childhood']","[4, 69]"
teacher in training (beststart judea),"['education', 'early childhood']","[4, 69]"
teacher in training (beststart papamoa plaza),"['education', 'early childhood']","[4, 69]"
teacher in training (beststart paraparaumu),"['education', 'early childhood']","[4, 69]"
teacher in training (beststart parnell),"['education', 'early childhood']","[4, 69]"
teacher in training (beststart powells),"['education', 'early childhood']","[4, 69]"
teacher in training (beststart prestons),"['education', 'early childhood']","[4, 69]"
teacher in training (beststart roydvale),"['education', 'early childhood']","[4, 69]"
teacher in training (beststart somerset),"['education', 'early childhood']","[4, 69]"
teacher in training - cubbyhouse palmerston north,"['education', 'early childhood']","[4, 69]"
teacher in training/ caregiver (beststart ponsonby,"['education', 'early childhood']","[4, 69]"
teacher in-training - kohimarama,"['education', 'early childhood']","[4, 69]"
teacher of hard materials,"['education', 'secondary']","[4, 132]"
teacher/tutor - physics,"['education', 'secondary']","[4, 132]"
teacher/tutor - science,"['education', 'secondary']","[4, 132]"
teacher/tutor - science/biology,"['education', 'secondary']","[4, 132]"
teacher/visiting teacher wellington,"['education', 'early childhood']","[4, 69]"
teachers-in-training (beststart maunu village),"['education', 'early childhood']","[4, 69]"
teaching assistant (unqualified),"['education', 'early childhood']","[4, 69]"
teaching technician - phamacology,"['education', 'primary']","[4, 46]"
teaching year 7/8,"['education', 'primary']","[4, 46]"
team administrator,"['office & administration', 'administration', 'ea, pa & secretarial']","[30, 31, 165]"
"team administrator - blended, cardiac transplant","['healthcare', 'administration']","[22, 31]"
team administrator - teacher only days,"['office & administration', 'administration']","[30, 31]"
team administrator - trauma service,"['healthcare', 'administration']","[22, 31]"
team administrator coordinator,"['office & administration', 'administration']","[30, 31]"
team administrator in general surgery,"['healthcare', 'administration']","[22, 31]"
team administrator/coordi,"['office & administration', 'administration']","[30, 31]"
team administrator/coordi roles - expression,"['office & administration', 'administration']","[30, 31]"
team administrator/pa,"['office & administration', 'ea, pa & secretarial']","[30, 165]"
team administrator/recept,"['office & administration', 'administration']","[30, 31]"
team administrator/schedu - larc clinics,"['healthcare', 'administration']","[22, 31]"
team administrators,"['office & administration', 'ea, pa & secretarial']","[30, 165]"
team assistant,"['office & administration', 'administration']","[30, 31]"
team coach - nurse,"['healthcare', 'management']","[22, 39]"
team coach - registered health professional,"['healthcare', 'psychology & counselling']","[22, 49]"
team coach - rhp,"['healthcare', 'management']","[22, 39]"
team lead (support worker),"['healthcare', 'caregiving']","[22, 23]"
"team lead - incident, coordination and response","['it', 'security']","[2, 56]"
team lead - supplier payments,"['it', 'programming & development']","[2, 65]"
"team lead, investigations","['government & council', 'central government']","[37, 38]"
team leader,"['healthcare', 'community & social services', 'office & administration', 'administration', 'psychology & counselling', 'education', 'early childhood', 'customer service', 'management']","[22, 27, 30, 31, 49, 4, 69, 54, 39]"
team leader (animal assembly),"['manufacturing & operations', 'process & assembly']","[20, 36]"
team leader (nelson),"['hospitality & tourism', 'kitchen staff']","[14, 18]"
team leader - accounts payable,"['accounting', 'accounts payable']","[10, 172]"
"team leader - administration, wellington","['banking, finance & insurance', 'management']","[50, 39]"
team leader - blenheim,"['education', 'early childhood']","[4, 69]"
team leader - building compliance (inspections),['executive & general management'],[73]
team leader - central medical typing services,"['healthcare', 'administration']","[22, 31]"
team leader - concrete,"['construction & roading', 'supervisors & forepersons']","[8, 70]"
team leader - district communications,"['office & administration', 'office management']","[30, 138]"
team leader - dunedin,"['banking, finance & insurance', 'insurance']","[50, 51]"
team leader - ece,"['education', 'early childhood']","[4, 69]"
team leader - educare pokeno,"['education', 'early childhood']","[4, 69]"
team leader - fixed term - napier,"['education', 'early childhood']","[4, 69]"
team leader - foundations,"['trades & services', 'flooring']","[0, 182]"
team leader - infants - ellerslie,"['education', 'early childhood']","[4, 69]"
team leader - infants - lynfield,"['education', 'early childhood']","[4, 69]"
team leader - landscaping and forestry,"['agriculture, fishing & forestry', 'forestry']","[34, 145]"
team leader - mental health,"['healthcare', 'nursing & midwifery', 'mental health']","[22, 67, 89]"
team leader - north shore,"['hr & recruitment', 'recruitment']","[76, 88]"
team leader - operations,"['manufacturing & operations', 'storepersons & warehousing']","[20, 64]"
team leader - powder coating,"['manufacturing & operations', 'process & assembly']","[20, 36]"
team leader - regulatory process,"['it', 'management']","[2, 39]"
team leader - resident doctors support team,"['healthcare', 'management']","[22, 39]"
team leader - service desk,"['it', 'service desk']","[2, 45]"
team leader - spring hill corrections facility,"['trades & services', 'technicians']","[0, 6]"
team leader - the freight hub,"['transport & logistics', 'freight forwarders']","[28, 135]"
team leader - timber yard & drive thru,"['retail', 'department managers']","[71, 142]"
team leader - wellington,"['hr & recruitment', 'recruitment']","[76, 88]"
team leader / bar supervisor,"['hospitality & tourism', 'bar staff & baristas']","[14, 19]"
team leader / charge nurse manager - adult mental,"['healthcare', 'nursing & midwifery', 'mental health']","[22, 67, 89]"
team leader / licensed building practitioner,"['trades & services', 'building & carpentry']","[0, 33]"
team leader accounts - manawatu opd,"['accounting', 'accounts administrators']","[10, 113]"
team leader administrator,"['office & administration', 'administration']","[30, 31]"
team leader aquatics,"['customer service', 'management']","[54, 39]"
team leader consent processing,"['government & council', 'local & regional council']","[37, 109]"
team leader court security,"['trades & services', 'security']","[0, 56]"
team leader environmental policy,"['government & council', 'local & regional council']","[37, 109]"
team leader for joinery factory,"['manufacturing & operations', 'supervisors & forepersons']","[20, 70]"
team leader grounds maintenance,"['agriculture, fishing & forestry', 'horticulture']","[34, 63]"
team leader haumaru whanau,"['healthcare', 'psychology & counselling']","[22, 49]"
team leader land rivers coastal,"['engineering', 'water & waste']","[47, 147]"
team leader ministerial services,"['it', 'management']","[2, 39]"
team leader physiotherapy,"['healthcare', 'psychology & counselling']","[22, 49]"
team leader primary butchery,"['manufacturing & operations', 'process & assembly']","[20, 36]"
team leader roofer,"['trades & services', 'roofing']","[0, 24]"
team leader traffic management,"['construction & roading', 'traffic management']","[8, 143]"
team leader | youth mental health,"['healthcare', 'psychology & counselling']","[22, 49]"
"team leader, full-time - wellington - ww041","['healthcare', 'community & social services']","[22, 27]"
"team leader, installing windows & doors","['trades & services', 'building & carpentry']","[0, 33]"
"team leader, liaison and engagement","['marketing, media & communications', 'management']","[40, 39]"
"team leader, recovery","['manufacturing & operations', 'supervisors & forepersons']","[20, 70]"
team leader- psychogeriatric team,"['healthcare', 'management']","[22, 39]"
team leader/machine technician,"['manufacturing & operations', 'supervisors & forepersons']","[20, 70]"
team leaders,"['manufacturing & operations', 'supervisors & forepersons']","[20, 70]"
